titulo,link
"
        'Floresta Pará 2022' debate o uso sustentável dos recursos florestais em Belém
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=276&r=1684280106217&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2022%2F11%2F09%2Ffloresta-para-2022-debate-o-uso-sustentavel-dos-recursos-florestais-em-belem.ghtml&syn=False&key=093cb49c88fa81d2081ef66a26513eb5
"
        Evento em Florianópolis reúne marcas com propostas de consumo sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=277&r=1684280106221&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11051604%2F&syn=False&key=c848bb0008b262fe86adf3197c157428
"
        Lavouras de bananas ganham importante aliado na produção sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=278&r=1684280106225&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11050735%2F&syn=False&key=a66af782e15a5e1ccf303c665815079b
"
        Artesã produz joias sustentáveis com retalhos, miçangas e cascas de ovos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=279&r=1684280106227&u=https%3A%2F%2Fg1.globo.com%2Fempreendedorismo%2Fpegn%2Fnoticia%2F2023%2F02%2F12%2Fartesa-produz-joias-sustentaveis-com-retalhos-micangas-e-cascas-de-ovos.ghtml&syn=False&key=b3cb22c3d11dc6d49a00b7bede107578
"
        Agronomia na Unifeob prepara profissionais de excelência para o setor Agro
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=280&r=1684280106232&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-carlos-regiao%2Fespecial-publicitario%2Funifeob%2Fnoticia%2F2023%2F04%2F03%2Fagronomia-na-unifeob-prepara-profissionais-de-excelencia-para-o-setor-agro.ghtml&syn=False&key=2fc37c8d2357d6fd4704b0aa5d0ce6f7
"
        Virada Sustentável de Porto Alegre encerra com alerta de cuidado ao meio ambiente
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=281&r=1684280106236&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11160511%2F&syn=False&key=a707c6d24322f16cc81f50829febc0c2
"
        Virada Sustentável começa nesta sexta-feira em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=282&r=1684280106240&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11116269%2F&syn=False&key=7bec0ed4376a624087ac277b0c4d215b
"
        Virada Sustentável começa nesta sexta-feira em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=283&r=1684280106244&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11117428%2F&syn=False&key=6ec1fb3d75003d8f0a3b323b6e87859b
"
        Projeto 'Cemig nas Escolas' leva orientações sobre o uso sustentável de energia para a população de Corinto
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=284&r=1684280106248&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fgrande-minas%2Fnoticia%2F2022%2F11%2F09%2Fprojeto-cemig-nas-escolas-leva-orientacoes-sobre-o-uso-sustentavel-de-energia-para-a-populacao-de-corinto.ghtml&syn=False&key=d9c3ef2e29f159f9ef1c5494869244fb
"
        Práticas sustentáveis, inovação e relacionamento próximo são destaque do Sicoob no Show Rural 2023
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=285&r=1684280106253&u=https%3A%2F%2Fg1.globo.com%2Fpr%2Fparana%2Fespecial-publicitario%2Fsicoob%2Fagro-em-foco%2Fnoticia%2F2023%2F02%2F10%2Fpraticas-sustentaveis-inovacao-e-relacionamento-proximo-sao-destaque-do-sicoob-no-show-rural-2023.ghtml&syn=False&key=b29b533c1e7cbb7a24d753cff650f841
"
        Virada Sustentável Manaus agita fim de semana com atividades gratuitas; confira a programação
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=286&r=1684280106681&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnoticia%2F2022%2F11%2F04%2Fvirada-sustentavel-manaus-agita-fim-de-semana-com-atividades-gratuitas-confira-a-programacao.ghtml&syn=False&key=759a51132f65148ea53780f9cc179f27
"
        Indígenas e quilombolas participam de capacitação sobre produção sustentável do Cumaru
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=287&r=1684280106767&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11099628%2F&syn=False&key=57f91b44d669e86b87e59fdf8332d75a
"
        Do mercadinho à startup: quase 250 mil pequenos negócios na PB promovem desenvolvimento sustentável da economia com apoio do Sebrae
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=288&r=1684280106769&u=https%3A%2F%2Fg1.globo.com%2Fpb%2Fparaiba%2Fespecial-publicitario%2Fsebrae-paraiba%2Fsebrae-50-50%2Fnoticia%2F2022%2F12%2F07%2Fdo-mercadinho-a-startup-quase-250-mil-pequenos-negocios-na-pb-promovem-desenvolvimento-sustentavel-da-economia-com-apoio-do-sebrae.ghtml&syn=False&key=c8111d6a4256edf463d3450fa297bb1b
"
        'World Creativity Day': evento que estimula a criatividade é realizado em Maceió
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=289&r=1684280106771&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11552991%2F&syn=False&key=5a5ccfdff4c9c48f96990a845ace701b
"
        Instituições debatem arranjos da economia sustentável da Amazônia, em Manaus
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=290&r=1684280106773&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnoticia%2F2022%2F09%2F24%2Finstituicoes-debatem-arranjos-da-economia-sustentavel-da-amazonia-em-manaus.ghtml&syn=False&key=20acdf041ced012abc5139ab16abd108
"
        3º Fórum de inovação tecnológica debate desenvolvimento sustentável em Porto Velho
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=291&r=1684280106775&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11147749%2F&syn=False&key=f97bb5afbd0975fbd0b1dc3d622c950e
"
        Juiz de Fora sedia evento de incentivo ao desenvolvimento urbano sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=292&r=1684280106777&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fzona-da-mata%2Fnoticia%2F2022%2F11%2F01%2Fjuiz-de-fora-sedia-evento-de-incentivo-ao-desenvolvimento-urbano-sustentavel.ghtml&syn=False&key=0d5e86592f794178594e32f5517b6e62
"
        Mondial de La Bière terá como estrela cervejaria sustentável e premiada em sua terceira edição no Rio
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=293&r=1684280106779&u=https%3A%2F%2Fg1.globo.com%2Frj%2Frio-de-janeiro%2Fo-que-fazer-no-rio-de-janeiro%2Fnoticia%2F2022%2F12%2F05%2Fmondial-de-la-biere-tera-como-estrela-cervejaria-sustentavel-e-premiada-em-sua-terceira-edicao-no-rio.ghtml&syn=False&key=a0499888646d4d1048927bda98703982
"
        Arujá realiza feira sustentável e do microempreendedor neste domingo
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=294&r=1684280106781&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fmogi-das-cruzes-suzano%2Fnoticia%2F2022%2F09%2F18%2Faruja-realiza-feira-sustentavel-e-do-microempreendedor-neste-domingo.ghtml&syn=False&key=c042f83ce3dec3f1b1251406e6fe11dd
"
        Artesanato sustentável fortalece renda de artesãos santarenos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=295&r=1684280106783&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10966694%2F&syn=False&key=fd0a8154da74f3c11a79a2a912b2971f
"
        'Nós somos do agro sustentável', diz Simone Tebet sobre ser de família tradicional do agro
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=296&r=1684280106865&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11142196%2F&syn=False&key=5aab8a9dde7ded71315d973388d2c795
"
        Cooperação entre empresas e instituições para um agronegócio mais sustentável foi tema apresentado na COP 27
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=297&r=1684280106867&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fbauru-marilia%2Fespecial-publicitario%2Fjacto%2Fnoticia%2F2022%2F11%2F23%2Fcooperacao-entre-empresas-e-instituicoes-para-um-agronegocio-mais-sustentavel-foi-tema-apresentado-na-cop-27.ghtml&syn=False&key=c6e848302854b61cdbec8d599da5dd72
"
        Charuto feito com tabaco sustentável produzido no AC é apresentado em festival na BA
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=298&r=1684280106869&u=https%3A%2F%2Fg1.globo.com%2Fac%2Facre%2Fnatureza%2Famazonia%2Fnoticia%2F2022%2F10%2F25%2Fcharuto-feito-com-tabaco-sustentavel-produzido-no-ac-e-apresentado-em-festival-na-ba.ghtml&syn=False&key=126fe194fdd12ec18f95a37c0e0c72a4
"
        Show gratuito no Teatro Amazonas marca abertura da Virada Sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=299&r=1684280106871&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11093794%2F&syn=False&key=d0627171fd0ee8e108b36259c288d804
"
        Ministério Público abre vagas de estágio com bolsa de até R$ 2 mil
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=300&r=1684280106873&u=https%3A%2F%2Fg1.globo.com%2Fce%2Fceara%2Fsuachance%2Fnoticia%2F2023%2F05%2F16%2Fministerio-publico-abre-vagas-de-estagio-com-bolsa-de-ate-r-2-mil.ghtml&syn=False&key=1491c99c21d0ba86e97772827b35334c
"
        Ministério Público abre vagas de estágio com bolsa de até R$ 2 mil
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=301&r=1684280107653&u=https%3A%2F%2Fg1.globo.com%2Fce%2Fceara%2Fsuachance%2Fnoticia%2F2023%2F05%2F16%2Fministerio-publico-abre-vagas-de-estagio-com-bolsa-de-ate-r-2-mil.ghtml&syn=False&key=1491c99c21d0ba86e97772827b35334c
"
        Empresa de MG apresenta sistema sustentável que compacta resíduos líquidos de barragens
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=302&r=1684280107657&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11138711%2F&syn=False&key=4ac02e8af163a52f11df3a8ec45d2573
"
        Projeto ajuda produtores de laranja produzirem de forma sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=303&r=1684280107661&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11006063%2F&syn=False&key=d6c8a1c64f3b2188adce7dda5bb17a03
"
        Couro falso invade mercado de luxo com versões veganas feitas de cogumelo, abacaxi e cactos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=304&r=1684280107665&u=https%3A%2F%2Fg1.globo.com%2Fpop-arte%2Fmoda-e-beleza%2Fnoticia%2F2023%2F04%2F12%2Fcouro-falso-invade-mercado-de-luxo-com-versoes-veganas-feitas-de-cogumelo-abacaxi-e-cactus.ghtml&syn=False&key=9f955342372a368788c17ace33a1d920
"
        Baixada Santista recebe caminhão da ONU de desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=305&r=1684280107669&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11011155%2F&syn=False&key=8075edc92c443e3596149ce321b67fca
"
        Indústria catarinense conquista certificação mundial
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=306&r=1684280107673&u=https%3A%2F%2Fg1.globo.com%2Fsc%2Fsanta-catarina%2Fespecial-publicitario%2Farcelor-mittal%2Fnoticia%2F2023%2F03%2F30%2Farcelormittal-conquista-certificacao-mundial.ghtml&syn=False&key=73494f745dcc324909cea55c01317316
"
        Por que grandes empresas estão investindo na energia sustentável da Enel?
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=307&r=1684280107678&u=https%3A%2F%2Fg1.globo.com%2Fespecial-publicitario%2Fenel-green-power%2Fnoticia%2F2022%2F09%2F29%2Fpor-que-grandes-empresas-estao-investindo-na-energia-sustentavel-da-enel.ghtml&syn=False&key=ea8f8f6ab68087fc0f16b37198865f1c
"
        Chamada seleciona projetos inovadores para conservação e uso sustentável da floresta Amazônica
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=308&r=1684280107683&u=https%3A%2F%2Fg1.globo.com%2Fap%2Famapa%2Fnatureza%2Famazonia%2Fnoticia%2F2022%2F10%2F28%2Fchamada-seleciona-projetos-inovadores-para-conservacao-e-uso-sustentavel-da-floresta-amazonica.ghtml&syn=False&key=efe923fe161826530176f1f5918a2cff
"
        Em coletiva na COP 27, governador do Pará aponta pilares para desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=309&r=1684280107688&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11125549%2F&syn=False&key=8391c569ca9fed1caa52d1396b113c89
"
        Produtores rurais investem em biodigestores na Serra do RS
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=310&r=1684280107692&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11547650%2F&syn=False&key=796c3b19e8bc22db4f4e4377c019b088
"
        Projeto seleciona negócios de impacto socioambiental que trabalhem para o desenvolvimento sustentável na Amazônica
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=311&r=1684280107697&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2022%2F10%2F24%2Fprojeto-seleciona-negocios-de-impacto-socioambiental-que-trabalhem-para-o-desenvolvimento-sustentavel-na-amazonica.ghtml&syn=False&key=b99405a825d1871e3252987120d17e82
"
        Mirante Rural mostra a integração da lavoura e pecuária na agricultura sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=312&r=1684280107700&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11121243%2F&syn=False&key=b4bec64f26c035ad04fea703b120f69f
"
        Jovem de Petrolina é selecionado para representar o país como Embaixador do Clima
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=313&r=1684280107705&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11549566%2F&syn=False&key=24ee687ca384ad63f6227c0fffbdcf38
"
        Paulo Germano fala sobre o início da Virada Sustentável em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=314&r=1684280107709&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11113234%2F&syn=False&key=b6ebc7f10529def73f922781ce519fdb
"
        Recursos para pequenos produtores, imagem no exterior, produção sustentável: especialistas apontam desafios de Lula no agro
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=315&r=1684280107713&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fagronegocios%2Fnoticia%2F2022%2F11%2F12%2Frecursos-para-pequenos-produtores-imagem-no-exterior-producao-sustentavel-especialistas-apontam-desafios-de-lula-no-agro.ghtml&syn=False&key=40d77e857f4034fe802ceeda572164de
"
        Energia sustentável começa a ser explorada no ES
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=316&r=1684280108413&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10979535%2F&syn=False&key=2ad4a06809b1f4c11f7b1b5c547e9328
"
        Agenda pelo desenvolvimento sustentável do MA é foco de comitiva maranhense no COP 27
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=317&r=1684280108417&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11112436%2F&syn=False&key=264835835f77d92a95955e4629581d32
"
        Castanha de palmeira é usada como matéria-prima para criar produtos sustentáveis em MT
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=318&r=1684280108421&u=https%3A%2F%2Fg1.globo.com%2Fmt%2Fmato-grosso%2Fmaisagromt%2Fnoticia%2F2023%2F02%2F24%2Fcastanha-de-palmeira-e-usada-como-materia-prima-para-criar-produtos-sustentaveis-em-mt.ghtml&syn=False&key=6d5dd32428148474b4c65f6387600175
"
        Feira orgânica, sustentável e holística vai ser realizada de 10 a 12 de novembro em Maceió
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=319&r=1684280108425&u=https%3A%2F%2Fg1.globo.com%2Fal%2Falagoas%2Fnoticia%2F2022%2F11%2F08%2F1a-feira-organcia-sustentavel-e-holistica-de-al-e-realizada-no-centro-de-maceio.ghtml&syn=False&key=ac5cf336cc97357d9796a83a5a303bc3
"
        Documentário destaca iniciativas de manejo florestal sustentável em unidades de conservação do Pará
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=320&r=1684280108430&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2022%2F10%2F12%2Fdocumentario-destaca-iniciativas-de-manejo-florestal-sustentavel-em-unidades-de-conservacao-do-para.ghtml&syn=False&key=b65171591c27fd9c0f45d97085c04e02
"
        Empreendedorismo Sustentável: conheça a história de empreendedora de Resende
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=321&r=1684280108433&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10973849%2F&syn=False&key=6143968d46d431701053cce3d4c4a5f9
"
        Laboratório automatizado e sustentável da UFRGS viaja a Antártica
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=322&r=1684280108438&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10973354%2F&syn=False&key=b69a70d4c44174ba91292874c6c23cd5
"
        Semana Nacional de Museus tem programação especial em 29 cidades do Paraná; confira
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=323&r=1684280108442&u=https%3A%2F%2Fg1.globo.com%2Fpr%2Fparana%2Fo-que-fazer-no-parana%2Fnoticia%2F2023%2F05%2F14%2Fsemana-nacional-de-museus-oferece-programacao-especial-no-parana-confira.ghtml&syn=False&key=8d9d5dee759f9548eb7402df8558e787
"
        Governo amplia campanha pela regularização de barragens, em Goiás
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=324&r=1684280108447&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11569183%2F&syn=False&key=07ac54703ec20d6e28d8de8651cc9c07
"
        Energia sustentável em Curitiba
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=325&r=1684280108451&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10671274%2F&syn=False&key=b1682f110ac0c39d976715ecde116494
"
        Mirante Rural destaca produção de arroz nas roças do Sul do MA
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=326&r=1684280108454&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11558821%2F&syn=False&key=88492443dc94de9b65e59c2032369edd
"
        Projeto Paneiro Sustentável: Flona do Tapajós vai ganhar empreendimento turístico
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=327&r=1684280108497&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11037867%2F&syn=False&key=934010ad8e6cc07a43221a4d68ab50ed
"
        Artesã produz joias sustentáveis com retalhos, miçangas e cascas de ovos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=328&r=1684280108500&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11360106%2F&syn=False&key=b84a9ffc22cb6ff4050dae1589d6c66d
"
        Couro sustentável de pirarucu conquista mercado americano; bolsas com material custam até R$ 4 mil
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=329&r=1684280108504&u=https%3A%2F%2Fg1.globo.com%2Fmeio-ambiente%2Fnoticia%2F2022%2F11%2F05%2Fcouro-sustentavel-de-pirarucu-conquista-mercado-americano-bolsas-com-material-custam-ate-r-4-mil.ghtml&syn=False&key=4190b61ae0920ab05c1ce03d7000931c
"
        Programa leva menu sustentável a restaurante popular de Niterói
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=330&r=1684280108508&u=https%3A%2F%2Fg1.globo.com%2Frj%2Frio-de-janeiro%2Frj1%2Fvideo%2Fprograma-leva-menu-sustentavel-a-restaurante-popular-de-niteroi-10957602.ghtml&syn=False&key=b36288f18eb892ac683804f04907afba
"
        Evento em Itapeva discute produção de soja sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=331&r=1684280108905&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10955858%2F&syn=False&key=3c7700eb9e6e393a6476c66064a31552
"
        Virada Sustentável Manaus 2022 abre inscrições para atividades, expositores e voluntários
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=332&r=1684280108907&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnoticia%2F2022%2F10%2F05%2Fvirada-sustentavel-manaus-2022-abre-inscricoes-para-atividades-expositores-e-voluntarios.ghtml&syn=False&key=34fd15282553b114a44f69e5dcb1ab82
"
        Uepa comemora 30 anos de fundação com ação de Saúde e Cidadania no campus de Santarém
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=333&r=1684280108909&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fsantarem-regiao%2Fnoticia%2F2023%2F05%2F16%2Fuepa-comemora-30-anos-de-fundacao-com-acao-de-saude-e-cidadania-no-campus-de-santarem.ghtml&syn=False&key=8984a8131f9bf1ebcab2048aa814fbf2
"
        Cresol aproxima a comunidade de ações de educação financeira na 10ª SENEF
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=334&r=1684280108911&u=https%3A%2F%2Fg1.globo.com%2Fpr%2Fparana%2Fespecial-publicitario%2Fcresol%2Fguia-de-solucoes-financeiras%2Fnoticia%2F2023%2F05%2F16%2Fcresol-aproxima-a-comunidade-de-acoes-de-educacao-financeira-na-10a-senef.ghtml&syn=False&key=d687b705338a07c62a118df6bc026b9e
"
        Na COP27, AC apresenta plano de desenvolvimento sustentável e firma cooperação para criação de unidade de conservação
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=335&r=1684280108913&u=https%3A%2F%2Fg1.globo.com%2Fac%2Facre%2Fnoticia%2F2022%2F11%2F14%2Fna-cop27-ac-apresenta-plano-de-desenvolvimento-sustentavel-e-firma-cooperacao-para-criacao-de-unidade-de-conservacao.ghtml&syn=False&key=b45b97145a2f73bcb2cbdeccab115b77
"
        Inscrições abertas para a 2ª edição do Prêmio Içara Sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=336&r=1684280108915&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11021073%2F&syn=False&key=de00e70ac776f8c31b25650580016c4d
"
        Se metas fiscais 'ousadas' forem cumpridas, governo entrega 'situação resolvida' em 2026, diz secretário do Tesouro
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=337&r=1684280108918&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2023%2F04%2F19%2Fse-metas-fiscais-ousadas-forem-cumpridas-governo-entrega-situacao-resolvida-em-2026-diz-secretario-do-tesouro.ghtml&syn=False&key=d4d88368c43039ab9cb67b93387daf90
"
        ICA da UFMG implanta sistema sustentável de produção de carvão
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=338&r=1684280108920&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10944954%2F&syn=False&key=3b14b29d8a3db26c6469cc93af82d50e
"
        Empreendimento da Seven Construções traz mais comodidade para o dia a dia.
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=339&r=1684280108921&u=https%3A%2F%2Fg1.globo.com%2Fba%2Fbahia%2Fespecial-publicitario%2Fseven-graca%2Fnoticia%2F2023%2F05%2F15%2Fempreendimento-da-seven-construcoes-traz-mais-comodidade-para-o-dia-a-dia.ghtml&syn=False&key=e7e9989ae20ac11bb91acca9974676a7
"
        Altamira recebe novo espaço coworking e retorno de incubadora de empresas da UFPA
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=340&r=1684280108923&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2023%2F03%2F27%2Faltamira-recebe-novo-espaco-coworking-e-retorno-de-incubadora-de-empresas-da-ufpa.ghtml&syn=False&key=fb37df73b403623d685f9d05dcb7b7e1
"
        Arquitetura Sustentável? Veja 3 vantagens da ""casa verde""
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=341&r=1684280108925&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fvale-do-paraiba-regiao%2Fespecial-publicitario%2Fmobdec%2Fmobiliar-e-decorar%2Fnoticia%2F2022%2F08%2F10%2Farquitetura-sustentavel-veja-3-vantagens-da-casa-verde.ghtml&syn=False&key=65c52afd9c99ce2a3ecc569e305c1416
"
        Moda sustentável; em Porto Velho lojistas adotam o conceito
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=342&r=1684280108927&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10938154%2F&syn=False&key=2ad00a97a146b2ee33b71d45db1208b9
"
        Três cidades de SC ganham prêmio europeu de destino sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=343&r=1684280108928&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11010828%2F&syn=False&key=39d75b505ff505992ea992cff2ad01de
"
        Mãos à obra ensina a fazer um porta-garrafa feito com calça jeans
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=344&r=1684280108967&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11496375%2F&syn=False&key=fbb2b1a94604d938aa3776bba4cf3133
"
        Semana de Moda Sustentável começa nesta quarta-feira (28) em Natal
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=345&r=1684280108969&u=https%3A%2F%2Fg1.globo.com%2Frn%2Frio-grande-do-norte%2Fo-que-fazer-em-natal-e-regiao%2Fnoticia%2F2022%2F09%2F28%2Fsemana-de-moda-sustentavel-comeca-nesta-quarta-feira-28-em-natal.ghtml&syn=False&key=95f2bdf9b683581bf83e71bd75f1f0c8
"
        Guia do Estudante: Redação sobre turismo sustentável pode valer um notebook
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=346&r=1684280109558&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11065082%2F&syn=False&key=65d7c10f387a617e35b0a90cec12af22
"
        Consumo sustentável impulsiona brechós e nova tendência dentro da moda
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=347&r=1684280109562&u=https%3A%2F%2Fg1.globo.com%2Fpe%2Fpernambuco%2Fbom-dia-pe%2Fvideo%2Fconsumo-sustentavel-impulsiona-brechos-e-nova-tendencia-dentro-da-moda-11005889.ghtml&syn=False&key=8ff61818275c3f8e97b73ffee3149144
"
        Voluntários constroem igreja sustentável em Abadiânia
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=348&r=1684280109565&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10801594%2F&syn=False&key=cc30bdba938eb804a6847656b82c90a1
"
        Produtores de MT aliam 'pecuária sustentável' com o manejo bovino
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=349&r=1684280109569&u=https%3A%2F%2Fg1.globo.com%2Fmt%2Fmato-grosso%2Fmaisagromt%2Fnoticia%2F2022%2F08%2F12%2Fprodutores-de-mt-aliam-pecuaria-sustentavel-com-o-manejo-bovino.ghtml&syn=False&key=63f41ef8e702ef7bc7cabf26a097b3cf
