titulo,link
"
        Belém recebe evento do Dia Mundial da Criatividade; veja programação de sábado
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=136&r=1684280098644&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2023%2F04%2F22%2Fbelem-recebe-evento-do-dia-mundial-da-criatividade-veja-programacao-de-sabado.ghtml&syn=False&key=95d3e2abcc378892d8fbe54d833d3f09
"
        Projeto cria estufa automatizada com energia limpa
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=137&r=1684280098648&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11600195%2F&syn=False&key=affb334279773b436daf8ab76b1216d1
"
        Educadora ambiental ensina como fazer glitter sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=138&r=1684280098652&u=https%3A%2F%2Fg1.globo.com%2Fpe%2Fpernambuco%2Fne1%2Fvideo%2Feducadora-ambiental-ensina-como-fazer-glitter-sustentavel-11326601.ghtml&syn=False&key=e9f587a7fd21bf14eb9b1a9c050e7e5b
"
        Fórum Ambição 2030: Pacto Global reúne empresários e autoridades em São Paulo para uma agenda sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=139&r=1684280098656&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11427069%2F&syn=False&key=9201e731e6b785d00b8ceb188d415518
"
        Carne Sustentável Pantaneira é aposta para produtores de Mato Grosso do Sul
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=140&r=1684280098743&u=https%3A%2F%2Fg1.globo.com%2Fms%2Fmato-grosso-do-sul%2Fespecial-publicitario%2Fsebrae-ms%2Fsebrae-e-meu-proprio-negocio%2Fnoticia%2F2023%2F02%2F14%2Fcarne-sustentavel-pantaneira-e-aposta-para-produtores-de-mato-grosso-do-sul.ghtml&syn=False&key=561dc1055b4480b1ad998cb9013f84e2
"
        Confira as principais tendências sustentáveis para o futuro
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=141&r=1684280098750&u=https%3A%2F%2Fg1.globo.com%2Fsc%2Fsanta-catarina%2Fespecial-publicitario%2Ftop-sun%2Ftop-sun-energia-solar%2Fnoticia%2F2023%2F03%2F08%2Fconfira-as-principais-tendencias-sustentaveis-para-o-futuro.ghtml&syn=False&key=7a42d618cf7a54375884b23ad8ef84cc
"
        Exploração sustentável está suspensa até 1º de abril
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=142&r=1684280098846&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11332671%2F&syn=False&key=924d96d46057da282a368eb72e414fdf
"
        Da horta para a mesa: saiba como é a plantação sustentável do Bourbon Atibaia Resort
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=143&r=1684280098851&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fvale-do-paraiba-regiao%2Fespecial-publicitario%2Fatibaia-e-regiao-convention-e-visitors-bureau%2Fturismo-atibaia-e-regiao%2Fnoticia%2F2022%2F12%2F06%2Fda-horta-para-a-mesa-saiba-como-e-a-plantacao-sustentavel-do-bourbon-atibaia-resort.ghtml&syn=False&key=03182dbfe9f311a43e1c7b999ffc32d0
"
        Leila Pereira, Nath Finanças e Bela Gil: veja nomes famosos que vão compor o Conselhão de Lula
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=144&r=1684280098856&u=https%3A%2F%2Fg1.globo.com%2Fpolitica%2Fnoticia%2F2023%2F05%2F04%2Fleila-pereira-nath-financas-e-bela-gil-veja-nomes-famosos-que-vao-compor-o-conselhao-de-lula.ghtml&syn=False&key=1018fc33c57a46627fea73cebd5cce00
"
        Feira sustentável é realizada nesse domingo no Corredor Vera Arruda, em Maceió
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=145&r=1684280098946&u=https%3A%2F%2Fg1.globo.com%2Fal%2Falagoas%2Fnoticia%2F2023%2F02%2F11%2Ffeira-sustentavel-e-realizada-nesse-domingo-no-corredor-vera-arruda-em-maceio.ghtml&syn=False&key=f08056587e4b302ab9ca2b354c16e2d5
"
        'Estabilidade econômica contribui para crescimento sustentável'
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=146&r=1684280098951&u=https%3A%2F%2Fg1.globo.com%2Fglobonews%2Fjornal-das-dez%2Fvideo%2Festabilidade-economica-contribui-para-crescimento-sustentavel-11295933.ghtml&syn=False&key=8e7e488de867ed05e705afe6d5ada226
"
        Fábricas de sapato de Franca investem na produção de modelos sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=147&r=1684280098955&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11480416%2F&syn=False&key=9db44e16a9505776be1f7105152c7e06
"
        Biodicas: quadro dá dicas de como deixar a casa mais sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=148&r=1684280098959&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11339876%2F&syn=False&key=ea67e4ca1d873794850119a37bc9f269
"
        Cooperativa realiza bazar sustentável em Rio Preto
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=149&r=1684280099046&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11287078%2F&syn=False&key=b9de9e769aa2ba6fc1dab4f6cd4dbe67
"
        Confetes produzidos com folhas secas são aposta de estudantes de Olinda para carnaval mais sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=150&r=1684280099052&u=https%3A%2F%2Fg1.globo.com%2Fpe%2Fpernambuco%2Fcarnaval%2F2023%2Fnoticia%2F2023%2F02%2F16%2Festudantes-produzem-confetes-sustentaveis-para-distribuir-no-carnaval-de-olinda.ghtml&syn=False&key=041cede7a2421d3b48fff555ffa54be0
"
        Pacto da floresta; projeto visa fortalecimento da produtividade sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=151&r=1684280100402&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11306098%2F&syn=False&key=793da4e0a428c0a2dea1042f0c0c301e
"
        Governo confirma secretário de Desenvolvimento Sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=152&r=1684280100406&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11250400%2F&syn=False&key=76d57a20951ff0caebd1720697af74e6
"
        Fundo ambiental do sul da Bahia tem inscrições abertas para submissão de projetos socioambientais
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=153&r=1684280100410&u=https%3A%2F%2Fg1.globo.com%2Fba%2Fbahia%2Fnoticia%2F2023%2F05%2F16%2Ffundo-ambiental-do-sul-da-bahia-tem-inscricoes-abertas-para-submissao-de-projetos-socioambientais.ghtml&syn=False&key=6cccd9b379e55f047d5a6f48bc605ebc
"
        Produtores vão receber apoio para pecuária sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=154&r=1684280100414&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11274304%2F&syn=False&key=9e11a3fef5155ce4b7858e92af817592
"
        Bioinsumos colaboram para produção sustentável na agricultura
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=155&r=1684280100418&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11271367%2F&syn=False&key=b8ca19ab46abd298d3fec7d4b72c2fde
"
        Empresa vai recolher e dar destino sustentável a carcaça de animais mortos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=156&r=1684280100422&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11358459%2F&syn=False&key=058ab6a172df110070bb7e5374a60d00
"
        Marejada sustentável!
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=157&r=1684280100426&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11037819%2F&syn=False&key=0ca1e545335997ee41c9d775bcd313db
"
        Produtores rurais transformam lodo de esgoto em fertilizante orgânico
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=158&r=1684280100430&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11554999%2F&syn=False&key=9f79b0d299c4290ec290c1a0e5e85fbf
"
        Projeto em Barcarena valoriza produção sustentável local
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=159&r=1684280100433&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11263076%2F&syn=False&key=f2f0c02c65c465be5bd7e2cafe1dc18d
"
        Mulheres do AP são destaque em boletim sobre manejo florestal sustentável na Amazônia
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=160&r=1684280100465&u=https%3A%2F%2Fg1.globo.com%2Fap%2Famapa%2Fnatureza%2Famazonia%2Fnoticia%2F2023%2F01%2F26%2Fmulheres-do-ap-sao-destaques-em-boletim-sobre-manejo-florestal-sustentavel-na-amazonia.ghtml&syn=False&key=1e4d6a4c3ae90a4668e3236941b03a80
"
        Uso da madeira em construções se destaca: veja oportunidades e mitos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=161&r=1684280100470&u=https%3A%2F%2Fg1.globo.com%2Fpr%2Fparana%2Fespecial-publicitario%2Ffiep%2Fsistema-fiep%2Fnoticia%2F2023%2F04%2F17%2Fuso-da-madeira-em-construcoes-se-destaca-veja-oportunidades-e-mitos.ghtml&syn=False&key=f3d7c34da7fd13ae51190223e350c8cd
"
        Bloco da reciclagem fez a festa no projeto ‘Abre alas para o Carnaval sustentável'
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=162&r=1684280100474&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11381522%2F&syn=False&key=d9966a02781f72406919646b045da7c5
"
        Associação de agricultores em Barcarena realiza projeto de agricultura sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=163&r=1684280100478&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11276715%2F&syn=False&key=3058f796551db0b96e1aea575306afb7
"
        Cidades da Região dos Lagos vão receber oficinas de turismo sustentável nesta semana
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=164&r=1684280100481&u=https%3A%2F%2Fg1.globo.com%2Frj%2Fregiao-dos-lagos%2Fnoticia%2F2023%2F01%2F25%2Fcidades-da-regiao-dos-lagos-vao-receber-oficinas-de-turismo-sustentavel-nesta-semana.ghtml&syn=False&key=7e92cc8facc7b69b60daa44418a24792
"
        Guaratuba é a cidade mais sustentável do litoral do Paraná
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=165&r=1684280100485&u=https%3A%2F%2Fg1.globo.com%2Fpr%2Fparana%2Fespecial-publicitario%2Fprefeitura-de-guaratuba%2Fguaratuba-a-praia-do-parana%2Fnoticia%2F2022%2F12%2F26%2Fguaratuba-e-a-cidade-mais-sustentavel-do-litoral-do-parana.ghtml&syn=False&key=7bcc792d2e47223043cd5e0861ed2aa3
"
        Capacete de papel para ciclistas pode ser reciclado e é resistente a impactos; veja VÍDEO
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=166&r=1684280100991&u=https%3A%2F%2Fg1.globo.com%2Fmeio-ambiente%2Fnoticia%2F2023%2F04%2F12%2Fcapacete-de-papel-para-ciclistas-pode-ser-reciclado-e-e-resistente-a-impactos-veja-video.ghtml&syn=False&key=1999a20ac3cd7f20ecb89acd7ff193ce
"
        Projeto oferece cursos de capacitação para profissionais de 11 áreas
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=167&r=1684280100996&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11547671%2F&syn=False&key=91dd7d7f7adbfe561c117c17e000fab2
"
        Sem energia elétrica há 90 anos, comunidade isolada da BA ganha primeira rede de eletricidade 100% sustentável do Brasil
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=168&r=1684280101000&u=https%3A%2F%2Fg1.globo.com%2Fba%2Fbahia%2Fnoticia%2F2023%2F02%2F06%2Fsem-energia-eletrica-ha-90-anos-comunidade-isolada-da-bahia-ganha-primeira-rede-de-eletricidade-100percent-sustentavel-do-brasil.ghtml&syn=False&key=d21c6b66f88614a1a0ec0d97695282e8
"
        Sebrae cria projeto para apoiar o desenvolvimento sustentável de pequenos negócios de MS
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=169&r=1684280101005&u=https%3A%2F%2Fg1.globo.com%2Fms%2Fmato-grosso-do-sul%2Fnoticia%2F2023%2F01%2F30%2Fsebrae-cria-projeto-para-apoiar-o-desenvolvimento-sustentavel-de-pequenos-negocios-de-ms.ghtml&syn=False&key=d41f76f2096cbf7c7d73b44301cb5ec7
"
        Seringueiro concorre a prêmio internacional por trabalho sustentável com borracha no Acre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=170&r=1684280101009&u=https%3A%2F%2Fg1.globo.com%2Fac%2Facre%2Fnatureza%2Famazonia%2Fnoticia%2F2023%2F01%2F20%2Fseringueiro-concorre-a-premio-internacional-por-trabalho-sustentavel-com-borracha-no-acre.ghtml&syn=False&key=ef756876da56c51ecee3a3b1a2380a71
"
        Feira sustentável no Corredor Vera Arruda, em Maceió, vai ser realizada neste domingo
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=171&r=1684280101013&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11360220%2F&syn=False&key=e1fac4a295d8d197e9215f4c1a4f1db6
"
        Amaparque: iniciativa busca usar potencialidades da Lagoa dos Índios de forma sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=172&r=1684280101017&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11320472%2F&syn=False&key=010cdef8ac29fbc2b00d7eedbe9695ea
"
        Amaparque: iniciativa busca usar potencialidades da Lagoa dos Índios de forma sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=173&r=1684280101020&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11318860%2F&syn=False&key=612f58f7e98abb9628a82b4e9862ab82
"
        'Caminho do Lixo': população de Manaus se une para criar projetos sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=174&r=1684280101043&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11477353%2F&syn=False&key=b27e9b2a2bc01d9f4c1149039af54cbc
"
        Projeto fomenta a produção e o manejo sustentável do cacau em Mojuí dos Campos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=175&r=1684280101047&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fsantarem-regiao%2Fnoticia%2F2023%2F01%2F10%2Fprojeto-fomenta-a-producao-e-o-manejo-sustentavel-do-cacau-em-mojui-dos-campos.ghtml&syn=False&key=a97d255931ebf5d5f3ee723bbff12285
"
        Estudantes expõem ideias sustentáveis em feira de ciências em SP
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=176&r=1684280101051&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11475040%2F&syn=False&key=83c25d34bab49aaf27e6d098ba6b9553
"
        Praia do Futuro é decretada como área de turismo sustentável pela Prefeitura de Fortaleza
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=177&r=1684280101055&u=https%3A%2F%2Fg1.globo.com%2Fce%2Fceara%2Fnoticia%2F2023%2F01%2F13%2Fpraia-do-futuro-e-decretada-como-area-de-turismo-sustentavel-pela-prefeitura-de-fortaleza.ghtml&syn=False&key=23daf089f293f3448b632a96533b56e5
"
        Nova Friburgo será uma entre 12 cidades do país a receber ações de desenvolvimento urbano
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=178&r=1684280101059&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11568985%2F&syn=False&key=18b2c239a3328e7ed51922695dff8839
"
        'BNDES pode e deve expandir sua atuação de modo sustentável', diz Nelson Barbosa, novo diretor do banco
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=179&r=1684280101063&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2023%2F02%2F01%2Fbndes-pode-e-deve-expandir-sua-atuacao-de-modo-sustentavel-diz-nelson-barbosa-novo-diretor-do-banco.ghtml&syn=False&key=35a1008ee774fc428e26a64bd55cb42b
"
        Show Rural 2023 aposta na produção sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=180&r=1684280101067&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11215187%2F&syn=False&key=4568fc95112db330e2197aaf25bdadcf
"
        Feira ""Mulheres que Somam"" começa hoje em Curitiba
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=181&r=1684280101603&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11601444%2F&syn=False&key=95484fae62dab6e2169dff40a93e014b
"
        Unir abre inscrições para mestrado e doutorado em Desenvolvimento Regional e Meio Ambiente
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=182&r=1684280101607&u=https%3A%2F%2Fg1.globo.com%2Fro%2Frondonia%2Fnoticia%2F2023%2F05%2F16%2Funir-abre-inscricoes-para-mestrado-e-doutorado-em-desenvolvimento-regional-e-meio-ambiente.ghtml&syn=False&key=2cfb3e5fcbafeca2d98bf70c895dfa9e
"
        FRAM 38 anos: Atividades e projetos sustentáveis fazem parte da história da Fundação
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=183&r=1684280101611&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11473074%2F&syn=False&key=25e891cedda9caa02635c32d5fda826b
"
        FRAM 38 anos: Atividades e projetos sustentáveis fazem parte da história da Fundação
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=184&r=1684280101615&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11469983%2F&syn=False&key=421f23be72e2cf149aa442b5aca48463
"
        Empresas podem ajudar a conservar áreas públicas em Maceió com ações sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=185&r=1684280101668&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11466965%2F&syn=False&key=79eaae7e5ea67d09d8b41c4024264b14
"
        Edital disponibiliza até R$ 100 mil para projetos de desenvolvimento sustentável na Amazônia
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=186&r=1684280101673&u=https%3A%2F%2Fg1.globo.com%2Fap%2Famapa%2Fnatureza%2Famazonia%2Fnoticia%2F2023%2F01%2F21%2Fedital-disponibiliza-ate-r-100-mil-para-projetos-de-desenvolvimento-sustentavel-na-amazonia.ghtml&syn=False&key=1160bb014158f3aa6b5d25cc9f2a9c4a
"
        Manaus terá Réveillon Sustentável para brindar a chegada de 2023
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=187&r=1684280101678&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fespecial-publicitario%2Fprefeitura-de-manaus%2Fnoticia%2F2022%2F12%2F28%2Fmanaus-tera-reveillon-sustentavel-para-brindar-a-chegada-de-2023.ghtml&syn=False&key=441c9544c7c16906bd2f56bd6d0ead45
"
        Oficina de turismo sustentável chega à comunidade pesqueira da Praia do Siqueira, em Cabo Frio, neste sábado
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=188&r=1684280101682&u=https%3A%2F%2Fg1.globo.com%2Frj%2Fregiao-dos-lagos%2Fnoticia%2F2023%2F01%2F27%2Foficina-de-turismo-sustentavel-chega-a-comunidade-pesqueira-da-praia-do-siqueira-em-cabo-frio-neste-sabado.ghtml&syn=False&key=20247a0206e874a1cc795242304eae7c
"
        Em busca dos geoparques: turismo sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=189&r=1684280101687&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11118294%2F&syn=False&key=1f04c2839276e3a821e086e6f3fb261a
"
        Empresas de turismo de Pirenópolis são multadas em mais de R$ 3 milhões por crime ambiental
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=190&r=1684280101691&u=https%3A%2F%2Fg1.globo.com%2Fgo%2Fgoias%2Fnoticia%2F2023%2F05%2F16%2Fempresas-de-turismo-de-pirenopolis-sao-multadas-em-mais-de-r-3-milhoes-por-crime-ambiental.ghtml&syn=False&key=5f29626aa167424aa61e6a2fe44ca878
"
        Artista plástica inaugura presépio sustentável em igreja de Luziânia
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=191&r=1684280101695&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11220422%2F&syn=False&key=7a1fd50c98464d353842454d349e3016
"
        Lula promete desmatamento zero, economia sustentável e reparação aos povos indígenas
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=192&r=1684280101767&u=https%3A%2F%2Fg1.globo.com%2Fpolitica%2Fnoticia%2F2023%2F01%2F01%2Flula-promete-desmatamento-zero-economia-sustentavel-e-reparacao-aos-povos-indigenas.ghtml&syn=False&key=e8cfdf9ddb459a030c3c34deec6ee3c8
"
        Dydyo se consolida como empresa sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=193&r=1684280101771&u=https%3A%2F%2Fg1.globo.com%2Fro%2Frondonia%2Fespecial-publicitario%2Fdydyo%2Fnoticia%2F2022%2F10%2F17%2Fdydyo-se-consolida-como-empresa-sustentavel.ghtml&syn=False&key=6b48e20088d909e37ab753e9d4ee1048
"
        UFMG de Montes Claros utiliza sistema para produção sustentável de carvão vegetal
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=194&r=1684280101775&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11279970%2F&syn=False&key=932fe7855eec919ed1c42da9093c1612
"
        UFMG de Montes Claros utiliza sistema para produção sustentável de carvão vegetal
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=195&r=1684280101779&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11279475%2F&syn=False&key=56785c8c0d24c18357a478416126ef45
"
        UFMG de Montes Claros utiliza sistema para produção sustentável de carvão vegetal
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=196&r=1684280102290&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11279475%2F&syn=False&key=56785c8c0d24c18357a478416126ef45
"
        Rede Amazônica e g1 transmitem queima de fogos do 'Réveillon Sustentável' em Manaus
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=197&r=1684280102294&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnoticia%2F2022%2F12%2F31%2Frede-amazonica-e-g1-transmitem-queima-de-fogos-do-reveillon-sustentavel-em-manaus.ghtml&syn=False&key=078dd862523507ed06b6ca076fa9cdc6
"
        Produtores rurais aproveitam restos de alimentos e dejetos animais para gerar biogás
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=198&r=1684280102299&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11542597%2F&syn=False&key=0d26819e3f416ea934fabaf559cc775e
"
        Empreendedores fazem a diferença com negócios sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=199&r=1684280102302&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11387096%2F&syn=False&key=815a8cb8adc2e731e9bfa00d36ed9e02
"
        São Paulo recebe Virada Sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=200&r=1684280102306&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-paulo%2Fbom-dia-sp%2Fvideo%2Fsao-paulo-recebe-virada-sustentavel-11102333.ghtml&syn=False&key=2c1be0264972150c076ea2e610f83460
"
        Festival Converse Com Outras Ideias começa no próximo dia 15 e terá Maria Gadú, Linn da Quebrada e Rebeca Andrade
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=201&r=1684280102310&u=https%3A%2F%2Fg1.globo.com%2Fglobonews%2Fconverse-com-outras-ideias%2Fnoticia%2F2023%2F05%2F11%2Ffestival-converse-com-outras-ideias-comeca-no-proximo-dia-15-e-tera-maria-gadu-linn-da-quebrada-e-rebeca-andrade.ghtml&syn=False&key=dc84431d59b8bbaa999781dc517fc1fd
"
        Confira a programação para o Réveillon Sustentável ‘Manaus, Floresta Viva’
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=202&r=1684280102314&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11238827%2F&syn=False&key=133c109d0988880c61c1ed12cfb96fb5
"
        Pesquisa mostra que 50% dos consumidores de carne buscam por produtos sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=203&r=1684280102318&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11452965%2F&syn=False&key=4f0681bf8e5f2f1ea20a756252d22362
"
        Virada Sustentável é realizada em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=204&r=1684280102323&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11120720%2F&syn=False&key=731fc6a11964fc0230c075efeb19dd6e
"
        Virada Sustentável é realizada em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=205&r=1684280102326&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11120038%2F&syn=False&key=fa75af536b6881001e785f58b82c9baf
"
        Protejo sustentável transforma esterco em fertilizante na região sul de Palmas
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=206&r=1684280102369&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11261690%2F&syn=False&key=0c19696c74f7525f17000a4143a13b26
"
        A igreja crista Maranata é a maior igreja produtora de energia solar do Brasil
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=207&r=1684280102374&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fespecial-publicitario%2Figreja-maranta%2Fnoticia%2F2023%2F05%2F16%2Figreja-crista-maranata-inaugura-usina-fotovoltaica-no-espirito-santo.ghtml&syn=False&key=caff6c74eccffc10d1f25e1fddcdc45e
"
        Gigante e sustentável, o pirarucu virou moda nos EUA
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=208&r=1684280102378&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnoticia%2F2022%2F11%2F21%2Fgigante-e-sustentavel-o-pirarucu-virou-moda-nos-eua.ghtml&syn=False&key=61d148a22cd91a1539013ae95795bc65
"
        Número de empreendimentos sustentáveis crescem na região
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=209&r=1684280102382&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11374847%2F&syn=False&key=c07e6985c40257416c7e2e3b9af5239c
"
        Incubadora de Empresas da UFT incentiva projetos sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=210&r=1684280102386&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11409516%2F&syn=False&key=1f66f728bdce481c00b8919d264d52a0
"
        Calendário florestal: Confira período de proibição da exploração do manejo sustentável em RO
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=211&r=1684280103099&u=https%3A%2F%2Fg1.globo.com%2Fro%2Frondonia%2Frondonia-rural%2Fnoticia%2F2022%2F12%2F20%2Fcalendario-florestal-confira-periodo-de-proibicao-da-exploracao-do-manejo-sustentavel-em-ro.ghtml&syn=False&key=e89b90fd200dc855a26005382ce6030f
"
        Alunos do IFB desenvolvem banheiro sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1vel&p=212&r=1684280103103&u=https%3A%2F%2Fg1.globo.com%2Fdf%2Fdistrito-federal%2Fbom-dia-df%2Fvideo%2Falunos-do-ifb-desenvolvem-banheiro-sustentavel-11102185.ghtml&syn=False&key=895e74eac9265e51947a12126bf2c414
