titulo,link
"
        Oficina de turismo sustentável chega à comunidade pesqueira da Praia do Siqueira, em Cabo Frio, neste sábado
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=303&r=1684280865508&u=https%3A%2F%2Fg1.globo.com%2Frj%2Fregiao-dos-lagos%2Fnoticia%2F2023%2F01%2F27%2Foficina-de-turismo-sustentavel-chega-a-comunidade-pesqueira-da-praia-do-siqueira-em-cabo-frio-neste-sabado.ghtml&syn=False&key=b19e7e22808d93f969d9c23162936510
"
        Dia da Terra: veja práticas que podemos fazer no dia a dia para preservar o planeta
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=304&r=1684280865513&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11557015%2F&syn=False&key=4081713b4ea47671170725d482f71ba1
"
        Altamira recebe novo espaço coworking e retorno de incubadora de empresas da UFPA
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=305&r=1684280865518&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2023%2F03%2F27%2Faltamira-recebe-novo-espaco-coworking-e-retorno-de-incubadora-de-empresas-da-ufpa.ghtml&syn=False&key=6933e5b0f664df0409470576656a3b50
"
        Show Rural 2023 aposta na produção sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=306&r=1684280865522&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11215187%2F&syn=False&key=49270cd07a7ebe94641139ab82108496
"
        Indústrias do Paraná investem em ideias sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=307&r=1684280865566&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10444562%2F&syn=False&key=08d9caf3f851596a20fa1d6cdd800c09
"
        Empresas de turismo de Pirenópolis são multadas em mais de R$ 3 milhões por crime ambiental
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=308&r=1684280865571&u=https%3A%2F%2Fg1.globo.com%2Fgo%2Fgoias%2Fnoticia%2F2023%2F05%2F16%2Fempresas-de-turismo-de-pirenopolis-sao-multadas-em-mais-de-r-3-milhoes-por-crime-ambiental.ghtml&syn=False&key=1867e9ada1d226bf44f7397051183d39
"
        Linhas de créditos sustentáveis impulsionam pequenos agricultores e a preservação ambiental
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=309&r=1684280865575&u=https%3A%2F%2Fg1.globo.com%2Fpr%2Fparana%2Fespecial-publicitario%2Fcresol%2Fguia-de-solucoes-financeiras%2Fnoticia%2F2022%2F06%2F07%2Flinhas-de-creditos-sustentaveis-impulsionam-pequenos-agricultores-e-a-preservacao-ambiental.ghtml&syn=False&key=3487fb9b677f1265a2a675a9ebe54e0f
"
        Mulher transformou espaço que ela frequenta com as amigas em um jardim sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=310&r=1684280865579&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11209170%2F&syn=False&key=6f5a3c8b966d3b68a655bc3b8c6b86f7
"
        Festival Converse Com Outras Ideias começa no próximo dia 15 e terá Maria Gadú, Linn da Quebrada e Rebeca Andrade
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=311&r=1684280865584&u=https%3A%2F%2Fg1.globo.com%2Fglobonews%2Fconverse-com-outras-ideias%2Fnoticia%2F2023%2F05%2F11%2Ffestival-converse-com-outras-ideias-comeca-no-proximo-dia-15-e-tera-maria-gadu-linn-da-quebrada-e-rebeca-andrade.ghtml&syn=False&key=4dc6386e39b1b6a9f85af198971f6be3
"
        Bióloga transforma sobras de tecidos da indústria em peças sustentáveis para organizar e decorar o lar
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=312&r=1684280865586&u=https%3A%2F%2Fg1.globo.com%2Fempreendedorismo%2Fpegn%2Fnoticia%2F2022%2F07%2F31%2Fbiologa-transforma-sobras-de-tecidos-da-industria-em-pecas-sustentaveis-para-organizar-e-decorar-o-lar.ghtml&syn=False&key=decdca92e476cedbee4535ea3c43b42f
"
        Itapema prevê investimentos em meios sustentáveis para locomoção
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=313&r=1684280865590&u=https%3A%2F%2Fg1.globo.com%2Fsc%2Fsanta-catarina%2Fespecial-publicitario%2Fprefeitura-de-itapema%2Fitapema-60-anos%2Fnoticia%2F2022%2F04%2F14%2Fitapema-preve-investimentos-em-meios-sustentaveis-para-locomocao.ghtml&syn=False&key=4c522dc790b46b2e56d4dea8bd3b29e9
"
        Bióloga transforma sobras de tecidos em peças sustentáveis para organizar e decorar o lar
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=314&r=1684280865594&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10805644%2F&syn=False&key=15d5c372f11d47034166855f79249259
"
        Virada Sustentável de Porto Alegre encerra com alerta de cuidado ao meio ambiente
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=315&r=1684280865598&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11160511%2F&syn=False&key=3bc5a0f880a9c8ccdabcd47bb9e2ec6e
"
        Bióloga transforma sobras de tecidos em peças sustentáveis para organizar e decorar o lar
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=316&r=1684280866212&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10805644%2F&syn=False&key=15d5c372f11d47034166855f79249259
"
        Projeto de instituição do RS para absorventes sustentáveis e baratos concorre a prêmio internacional
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=317&r=1684280866216&u=https%3A%2F%2Fg1.globo.com%2Frs%2Frio-grande-do-sul%2Fnoticia%2F2022%2F06%2F21%2Fprojeto-de-universidade-do-rs-para-absorventes-sustentaveis-e-baratos-concorre-a-premio-internacional.ghtml&syn=False&key=dd8ecc9631fa233bbf4dea9716dea615
"
        Barretos firma Parceria Público-Privada (PPP)
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=318&r=1684280866220&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fribeirao-preto-franca%2Fespecial-publicitario%2Fprefeitura-de-barretos%2Fprefeitura-de-barretos%2Fnoticia%2F2023%2F03%2F08%2Fbarretos-firma-parceria-publico-privada-ppp.ghtml&syn=False&key=898a400c6082500e89bbb09e2e210858
"
        Encontro em São José discute alternativas sustentáveis para veículos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=319&r=1684280866223&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10697549%2F&syn=False&key=08a2e1f581f3f28be4b95a515d47cacb
"
        Edital disponibiliza até R$ 100 mil para projetos de desenvolvimento sustentável na Amazônia
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=320&r=1684280866227&u=https%3A%2F%2Fg1.globo.com%2Fap%2Famapa%2Fnatureza%2Famazonia%2Fnoticia%2F2023%2F01%2F21%2Fedital-disponibiliza-ate-r-100-mil-para-projetos-de-desenvolvimento-sustentavel-na-amazonia.ghtml&syn=False&key=886072f49b6d9ee9599f9635025c255b
"
        Virada Sustentável de Porto Alegre encerra com alerta de cuidado ao meio ambiente
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=321&r=1684280866231&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11160511%2F&syn=False&key=3bc5a0f880a9c8ccdabcd47bb9e2ec6e
"
        Agenda Franca discute soluções sustentáveis para pequenos produtores rurais
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=322&r=1684280866235&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10689084%2F&syn=False&key=0df97c87092b77510f4b5004d87ba738
"
        Protejo sustentável transforma esterco em fertilizante na região sul de Palmas
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=323&r=1684280866239&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11261690%2F&syn=False&key=901b225b14c9b9a11f5cac62c5c27d8f
"
        Evento filantrópico de Gisele Bündchen leiloa diárias de hotel de luxo e acesso ao trio de Ivete Sangalo no carnaval de Salvador
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=324&r=1684280866316&u=https%3A%2F%2Fg1.globo.com%2Fba%2Fbahia%2Fnoticia%2F2023%2F05%2F16%2Fevento-filantropico-de-gisele-bundchen-leiloa-diarias-de-hotel-de-luxo-para-o-carnaval-de-salvador.ghtml&syn=False&key=ef877cb333039e925f2010115d7adb21
"
        Reportagem especial mostra exemplos de empresas sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=325&r=1684280866319&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10487811%2F&syn=False&key=351741de36bf4c04780622134cbd68f3
"
        Lula manda recado sobre articulação política na primeira reunião do 'Conselhão'
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=326&r=1684280866323&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11592493%2F&syn=False&key=2e3526af206a6abec7c6ec6bff04d198
"
        Exposição multimídia sobre o desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=327&r=1684280866327&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11037673%2F&syn=False&key=b7120306b904f260dd621f0345400b9e
"
        Projetos sustentáveis são apresentados na Agrotins deste ano
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=328&r=1684280866330&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10576490%2F&syn=False&key=45d2ef627500f539a7592b9ff54f587d
"
        Virada Sustentável é realizada em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=329&r=1684280866415&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11120720%2F&syn=False&key=2a090d8399e5c15f784ce4375f0123a6
"
        Virada Sustentável é realizada em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=330&r=1684280866419&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11120038%2F&syn=False&key=63038ab6806cafa6c53f439cd4db5cda
"
        Programa da UFS incentiva projetos sustentáveis para a criação de startups
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=331&r=1684280866873&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10771177%2F&syn=False&key=48bb1345562e53318cd70f7fa568ec43
"
        Virada Sustentável é realizada em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=332&r=1684280866874&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11120720%2F&syn=False&key=2a090d8399e5c15f784ce4375f0123a6
"
        Virada Sustentável é realizada em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=333&r=1684280866876&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11120038%2F&syn=False&key=63038ab6806cafa6c53f439cd4db5cda
"
        Gigante e sustentável, o pirarucu virou moda nos EUA
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=334&r=1684280866877&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnoticia%2F2022%2F11%2F21%2Fgigante-e-sustentavel-o-pirarucu-virou-moda-nos-eua.ghtml&syn=False&key=72d6e10c64531aecd93fed0ab5450712
"
        'Floresta Pará 2022' debate o uso sustentável dos recursos florestais em Belém
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=335&r=1684280866879&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2022%2F11%2F09%2Ffloresta-para-2022-debate-o-uso-sustentavel-dos-recursos-florestais-em-belem.ghtml&syn=False&key=f8b6ec425490c4316f7140777184ff77
"
        Nova tecnologia sustentável pretende diminuir infestação do mosquito Aedes aegypti em Porto Nacional
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=336&r=1684280866881&u=https%3A%2F%2Fg1.globo.com%2Fto%2Ftocantins%2Fnoticia%2F2023%2F01%2F18%2Fnova-tecnologia-sustentavel-pretende-diminuir-infestacao-do-mosquito-aedes-aegypti-em-porto-nacional.ghtml&syn=False&key=b64403e3521bdf7b120750e49f8a8c24
"
        Baiana System, Racionais e Djonga são atrações do festival Recife + Verde
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=337&r=1684280866883&u=https%3A%2F%2Fg1.globo.com%2Fpe%2Fpernambuco%2Fo-que-fazer-no-recife%2Fnoticia%2F2023%2F03%2F29%2Fbaiana-system-racionais-e-djonga-sao-atracoes-do-festival-recife-verde.ghtml&syn=False&key=5a2bb01698c273bd978b68be068b785f
"
        Agricultores recebem capacitação para o manejo de bambu no Oeste catarinense
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=338&r=1684280866885&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11555844%2F&syn=False&key=2101603cf50fbd651125d362a8177b39
"
        Lula promete desmatamento zero, economia sustentável e reparação aos povos indígenas
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=339&r=1684280866886&u=https%3A%2F%2Fg1.globo.com%2Fpolitica%2Fvideo%2Flula-promete-desmatamento-zero-economia-sustentavel-e-reparacao-aos-povos-indigenas-11246284.ghtml&syn=False&key=520de844d84053dc308641f869e1f111
"
        Fundação Rede Amazônica completa 38 anos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=340&r=1684280866888&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11471530%2F&syn=False&key=a4b62b844e2ffe8fecfada7d07045809
"
        Virada Sustentável Manaus agita fim de semana com atividades gratuitas; confira a programação
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=341&r=1684280866890&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnoticia%2F2022%2F11%2F04%2Fvirada-sustentavel-manaus-agita-fim-de-semana-com-atividades-gratuitas-confira-a-programacao.ghtml&syn=False&key=81b1ea93f8a105285410ab79d0db7b1e
"
        São Paulo recebe Virada Sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=342&r=1684280866891&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-paulo%2Fbom-dia-sp%2Fvideo%2Fsao-paulo-recebe-virada-sustentavel-11102333.ghtml&syn=False&key=c49f7a8680c229ce860e1c41d188d86e
"
        Alunos do IFB desenvolvem banheiro sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=343&r=1684280866893&u=https%3A%2F%2Fg1.globo.com%2Fdf%2Fdistrito-federal%2Fbom-dia-df%2Fvideo%2Falunos-do-ifb-desenvolvem-banheiro-sustentavel-11102185.ghtml&syn=False&key=7ddb9da8b2fa1494d1925ff6cfe20e65
"
        Fundação Rede Amazônica completa 38 anos de história
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=344&r=1684280866895&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11472693%2F&syn=False&key=688e6ea304f9d23d939041b9a761d921
"
        Fundação Rede Amazônica completa 38 anos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=345&r=1684280866897&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11469270%2F&syn=False&key=db336aad1aaef8bfd9989bd52c882a16
"
        Fundação Rede Amazônica completa 38 anos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=346&r=1684280867383&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11469270%2F&syn=False&key=db336aad1aaef8bfd9989bd52c882a16
"
        Feira de moda sustentável em São José dos Campos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=347&r=1684280867387&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11176908%2F&syn=False&key=b51ccbcf426556ef4384c323c3f4063f
"
        Virada Sustentável movimenta sábado em Manaus
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=348&r=1684280867390&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11100098%2F&syn=False&key=47e8a306c2532b3e5fbf087973ef7059
"
        Artistas plásticos do Acre montam presépio sustentável com peças de papelão
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=349&r=1684280867395&u=https%3A%2F%2Fg1.globo.com%2Fac%2Facre%2Fnatureza%2Famazonia%2Fnoticia%2F2022%2F12%2F12%2Fartistas-plasticos-do-acre-montam-presepio-sustentavel-com-pecas-de-papelao.ghtml&syn=False&key=7dea9eaa14afeb5cf9c0bdc73e863a4a
"
        'World Creativity Day': evento que estimula a criatividade é realizado em Maceió
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=350&r=1684280867399&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11552991%2F&syn=False&key=06e2e7199e98f3b8b29faaef0bbe19e9
"
        Confira a programação para o Réveillon Sustentável ‘Manaus, Floresta Viva’
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=351&r=1684280867402&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11238827%2F&syn=False&key=32442da3298bfb21f878ec17d376ff19
"
        Gisele Loeblein fala sobre pecuária sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=352&r=1684280867406&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11089018%2F&syn=False&key=70e90c46b604c716c930e9488e8d84ba
"
        Ribeirão Bonito e Santa Lúcia tem o 'CineSolar' com sessões gratuitas de filmes
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=353&r=1684280867411&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-carlos-regiao%2Fnoticia%2F2023%2F03%2F03%2Fribeirao-bonito-e-santa-lucia-tem-o-cinesolar-com-sessoes-gratuitas-de-filmes.ghtml&syn=False&key=cf41ceb5678a9e9b1da6d6bd1414ecf7
"
        Saiba o que são os Objetivos de Desenvolvimento Sustentável da ONU
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=354&r=1684280867415&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11165539%2F&syn=False&key=6bb33402d58c0b87dcd81b8986be3491
"
        Arujá realiza feira sustentável e do microempreendedor neste domingo
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=355&r=1684280867417&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fmogi-das-cruzes-suzano%2Fnoticia%2F2022%2F09%2F18%2Faruja-realiza-feira-sustentavel-e-do-microempreendedor-neste-domingo.ghtml&syn=False&key=61984eed27c8d6a42cd8cd7b598c5e5c
"
        Patriani se destaca por inovações e diferenciais exclusivos em empreendimentos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=356&r=1684280867421&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fcampinas-regiao%2Fespecial-publicitario%2Fpatriani%2Fnoticia%2F2023%2F03%2F03%2Fpatriani-se-destaca-por-inovacoes-e-diferenciais-exclusivos-em-empreendimentos.ghtml&syn=False&key=52583ebe44757bba7fd9ab44083df2b8
"
        Projeto de Educação Ambiental capacita professores e oferece oficina para alunos em escola de Cabo Frio
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=357&r=1684280867467&u=https%3A%2F%2Fg1.globo.com%2Frj%2Fregiao-dos-lagos%2Fnoticia%2F2023%2F03%2F22%2Fprojeto-de-educacao-ambiental-capacita-professores-e-oferece-oficina-para-alunos-em-escola-de-cabo-frio.ghtml&syn=False&key=03f25db4d6b53a74b3c4e32cab95ec0c
"
        Empresa de MG apresenta sistema sustentável que compacta resíduos líquidos de barragens
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=358&r=1684280867471&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fsul-de-minas%2Fnoticia%2F2022%2F11%2F18%2Fempresa-de-mg-apresenta-sistema-sustentavel-que-compacta-residuos-liquidos-de-barragens.ghtml&syn=False&key=fc7cd5fe8526c93c2e1562824a00fb71
"
        Projetos sustentáveis ajudam a melhorar isolamento térmico em casa: 'Muito mais que ecologia', diz arquiteto
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=359&r=1684280867475&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-jose-do-rio-preto-aracatuba%2Fmercado-imobiliario-do-interior%2Fnoticia%2F2022%2F06%2F28%2Fprojetos-sustentaveis-ajudam-a-melhorar-isolamento-termico-em-casa-muito-mais-que-ecologia-diz-arquiteto.ghtml&syn=False&key=7c7e9da14955263f97387fada1589aa7
"
        Empreendedor florestal lucra com soluções sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=360&r=1684280867479&u=https%3A%2F%2Fg1.globo.com%2Fdf%2Fdistrito-federal%2Fespecial-publicitario%2Fempreende-df%2Fnoticia%2F2021%2F12%2F09%2Fempreendedor-florestal-lucra-com-solucoes-sustentaveis.ghtml&syn=False&key=8d67d74f0eb5eb0f98c6f89dfd755cae
"
        VÍDEO: Como ovelhas ajudam a preservar as ruínas de Pompeia, na Itália
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=361&r=1684280867983&u=https%3A%2F%2Fg1.globo.com%2Fmundo%2Fnoticia%2F2023%2F03%2F19%2Fvideo-como-ovelhas-ajudam-a-preservar-as-ruinas-de-pompeia-na-italia.ghtml&syn=False&key=2752dd6707f92c05d2c267dc6ce3c4a7
"
        Associação de Catadores de Recicláveis de Montes Claros promove Natal sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=362&r=1684280867987&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11228807%2F&syn=False&key=dc5e91bc1955f895662fac3123178fac
"
        'Nunca fui ao cinema', conta criança que participou do Cinepraça no Mestre Oscar Santos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=363&r=1684280867991&u=https%3A%2F%2Fg1.globo.com%2Fap%2Famapa%2Fnoticia%2F2023%2F03%2F18%2Fnunca-fui-ao-cinema-conta-crianca-que-participou-do-cinepraca-no-mestre-oscar-santos.ghtml&syn=False&key=544eceb560bbc9d888484eab84a4c5a4
"
        Projeto de universidade do RS para absorventes sustentáveis e baratos concorre a prêmio
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=364&r=1684280867995&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10687219%2F&syn=False&key=b6482dadbb679af118dcd2f4dd03bec0
"
        Projeto sustentável mobiliza alunos de 11 escolas de Jaguaruna
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=365&r=1684280867998&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11152710%2F&syn=False&key=e803bebdb6756eb791f4a6be8dd5a065
"
        Globo Repórter registra aventura em dunas dos lençóis piauienses
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=366&r=1684280868000&u=https%3A%2F%2Fg1.globo.com%2Fglobo-reporter%2Fnoticia%2F2023%2F03%2F25%2Fglobo-reporter-registra-aventura-em-dunas-dos-lencois-piauienses.ghtml&syn=False&key=56c073bd43f5014d7789c48c930caeb2
"
        Rio Branco tem melhor desempenho entre as 22 cidades do Acre em metas sustentáveis da ONU, aponta estudo
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=367&r=1684280868005&u=https%3A%2F%2Fg1.globo.com%2Fac%2Facre%2Fnoticia%2F2022%2F07%2F11%2Frio-branco-tem-melhor-desempenho-entre-as-22-cidades-do-acre-em-metas-sustentaveis-da-onu-aponta-estudo.ghtml&syn=False&key=2b904420d629bbebc1e2e7657741b4b9
"
        Projeto de absorventes sustentáveis desenvolvido no IFRS é selecionado para prêmio
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=368&r=1684280868009&u=https%3A%2F%2Fg1.globo.com%2Frs%2Frio-grande-do-sul%2Fvideo%2Fprojeto-de-absorventes-sustentaveis-desenvolvido-no-ifrs-e-selecionado-para-premio-10684958.ghtml&syn=False&key=67d65380c5c9f061e168244af645f7f4
"
        Estratégia empresarial: reduza os custos do seu negócio adotando medidas sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=369&r=1684280868013&u=https%3A%2F%2Fg1.globo.com%2Fba%2Fbahia%2Fespecial-publicitario%2Firradiar-solucoes-sustentaveis%2Fsustentabilidade-e-economia%2Fnoticia%2F2022%2F05%2F12%2Festrategia-empresarial-reduza-os-custos-do-seu-negocio-adotando-medidas-sustentaveis.ghtml&syn=False&key=1ac551b897e44d744fd182b6c199e759
"
        Estreia do Profissão Repórter traz o primeiro de 5 episódios da série 'Pra onde, Brasil'
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=370&r=1684280868016&u=https%3A%2F%2Fg1.globo.com%2Fprofissao-reporter%2Fnoticia%2F2023%2F04%2F10%2Festreia-do-profissao-reporter-traz-o-primeiro-de-5-episodios-da-serie-pra-onde-brasil.ghtml&syn=False&key=a3489fb6b9832ae39164fabdac82e1fa
"
        Sumaré tem pior desempenho entre cidades das regiões de Campinas e Piracicaba em metas sustentáveis da ONU, diz estudo
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=371&r=1684280868020&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fcampinas-regiao%2Fnoticia%2F2022%2F07%2F08%2Fsumare-tem-pior-desempenho-entre-cidades-das-regioes-de-campinas-e-piracicaba-em-metas-sustentaveis-da-onu-diz-estudo.ghtml&syn=False&key=5262a88e7aaed46f52156d57da3c23b7
"
        Família de Relvado desenvolve equipamentos sustentáveis e com baixo orçamento
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=372&r=1684280868024&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10458751%2F&syn=False&key=13c9303833e24a01a5515d45b9f5b1f8
"
        Jovem de Petrolina é selecionado para representar o país como Embaixador do Clima
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=373&r=1684280868068&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11549566%2F&syn=False&key=31da387489a1e3f9af8011fec9b84c59
"
        Produtores rurais investem em biodigestores na Serra do RS
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=374&r=1684280868072&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11547650%2F&syn=False&key=e84b1e86d32e33155e31886ec2ffb11b
"
        Economista diz que situação fiscal do Brasil não é sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=375&r=1684280868077&u=https%3A%2F%2Fg1.globo.com%2Fglobonews%2Festudio-i%2Fvideo%2Feconomista-diz-que-situacao-fiscal-do-brasil-nao-e-sustentavel-11138012.ghtml&syn=False&key=c6fcc4fdf1aea8cc25e5e40fb1b49a83
"
        Estudantes participam de oficina de promoção de cidades sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=376&r=1684280868593&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10417930%2F&syn=False&key=710feb370fddbc928785ed581eaba2c4
"
        Projeto Fronteira da Paz Sustentável incentiva ações de reciclagem
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=377&r=1684280868597&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11134434%2F&syn=False&key=4e616349ff9250134bf47d1df59c8da5
"
        Redação sobre turismo sustentável premia estudante com um notebook
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=378&r=1684280868601&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11132334%2F&syn=False&key=2d46d8af7eee9f8c1efa5a3eacf21a65
"
        Moda sustentável: 1º Festival tem desfile de moda, música, karaokê
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=379&r=1684280868668&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11212013%2F&syn=False&key=01609f5b582fb54638c24788fb9175bc
