titulo,link
"
        Feira rural de Cascavel aposta em tecnologias sustentáveis para o futuro do agronegócio
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=143&r=1684280859720&u=https%3A%2F%2Fg1.globo.com%2Fpr%2Fparana%2Fcaminhos-do-campo%2Fnoticia%2F2022%2F12%2F18%2Ffeira-rural-de-cascavel-aposta-em-tecnologias-sustentaveis-para-o-futuro-do-agronegocio.ghtml&syn=False&key=56ed9d4451fd0503c16d04c96ad74ec4
"
        Novas economias devem aliar economia e exploração sustentável na Amazônia
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=144&r=1684280859804&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11458088%2F&syn=False&key=6230b627237cd0133b1924bf07ed73d3
"
        Evento seleciona jovens com ideias inovadoras para desenvolvimento sustentável da Amazônia
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=145&r=1684280859806&u=https%3A%2F%2Fg1.globo.com%2Fap%2Famapa%2Fnatureza%2Famazonia%2Fnoticia%2F2023%2F03%2F08%2Fevento-seleciona-jovens-com-ideias-inovadoras-para-desenvolvimento-sustentavel-da-amazonia.ghtml&syn=False&key=c152ce2a2d8f8b98d23ad4ce38711eba
"
        Inscrições para o Projeto Comunidade Sustentável terminam nesta sexta-feira
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=146&r=1684280859807&u=https%3A%2F%2Fg1.globo.com%2Frj%2Fregiao-serrana%2Fnoticia%2F2023%2F03%2F09%2Finscricoes-para-o-projeto-comunidade-sustentavel-terminam-nesta-sexta-feira.ghtml&syn=False&key=a9d0ccfd1846c44405446a09597de003
"
        Agricultura regenerativa propõe 'próximo passo' na produção sustentável do Paraná
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=147&r=1684280859809&u=https%3A%2F%2Fg1.globo.com%2Fpr%2Fparana%2Fcaminhos-do-campo%2Fnoticia%2F2023%2F02%2F19%2Fagricultura-regenerativa-propoe-proximo-passo-na-producao-sustentavel-do-parana.ghtml&syn=False&key=36434a60b11f36bc6c8e4a79c54fc363
"
        50% dos consumidores verificam se produtos são produzidos de forma sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=148&r=1684280859811&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11451638%2F&syn=False&key=f9ee420fb9d5377a4184da103bdd0079
"
        Projeto de reciclagem no Morro da Cotia produz brinquedos sustentáveis para a criançada
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=149&r=1684280859813&u=https%3A%2F%2Fg1.globo.com%2Frj%2Frio-de-janeiro%2Fglobo-comunidade-rj%2Fvideo%2Fprojeto-de-reciclagem-no-morro-da-cotia-produz-brinquedos-sustentaveis-para-a-criancada-11230413.ghtml&syn=False&key=ac29fd81845262c1f4064e831fa7efed
"
        Pesquisa da Embrapa Pecuária Sul busca tornar a criação de gado mais sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=150&r=1684280859815&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11450564%2F&syn=False&key=766a4cc32be6aa6e162705348c706d0f
"
        Entrega do Selo Serra Sustentável é realizada nesta terça-feira (14)
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=151&r=1684280860354&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11447777%2F&syn=False&key=9feee1019f8a7160e5703cc37fe098e4
"
        Entrega do Selo Serra Sustentável é realizada nesta terça-feira (14)
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=152&r=1684280860359&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11446176%2F&syn=False&key=1c6b5536ae70d7bd67a47b28cd16386a
"
        TCE divulga indicadores ambientais e discutem desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=153&r=1684280860364&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11407892%2F&syn=False&key=2d793947eb66e78619c960fed5574d28
"
        Planejamento Urbano: como desenvolver a cidade de forma sustentável?
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=154&r=1684280860368&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11406962%2F&syn=False&key=e7dc5ce9f5a1b9da72a5ce41c04589b1
"
        Agronomia na Unifeob prepara profissionais de excelência para o setor Agro
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=155&r=1684280860373&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-carlos-regiao%2Fespecial-publicitario%2Funifeob%2Fnoticia%2F2023%2F04%2F03%2Fagronomia-na-unifeob-prepara-profissionais-de-excelencia-para-o-setor-agro.ghtml&syn=False&key=9be8189ae54337816a4c4903006909ad
"
        Imóveis sustentáveis terão desconto no IPTU em Cuiabá
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=156&r=1684280860377&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11126325%2F&syn=False&key=2b70d2d16425fa1a23eb9d0a98465cae
"
        MT lidera contratação de recursos sustentáveis para o meio ambiente
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=157&r=1684280860383&u=https%3A%2F%2Fg1.globo.com%2Fmt%2Fmato-grosso%2Fmaisagromt%2Fnoticia%2F2022%2F11%2F11%2Fmt-lidera-contratacao-de-recursos-sustentaveis-para-o-meio-ambiente.ghtml&syn=False&key=4d4cf5d3fd8097ddda3c2f41d71988e2
"
        Capacete de papel para ciclistas pode ser reciclado e é resistente a impactos; veja VÍDEO
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=158&r=1684280860385&u=https%3A%2F%2Fg1.globo.com%2Fmeio-ambiente%2Fnoticia%2F2023%2F04%2F12%2Fcapacete-de-papel-para-ciclistas-pode-ser-reciclado-e-e-resistente-a-impactos-veja-video.ghtml&syn=False&key=b863fcbb635638bdedc4afdd743830b2
"
        Investimento de R$ 1,5 milhão incentiva produção florestal sustentável na região do Tapajós
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=159&r=1684280860390&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fsantarem-regiao%2Fnoticia%2F2023%2F03%2F03%2Finvestimento-de-r-15-milhao-incentiva-producao-florestal-sustentavel-na-regiao-do-tapajos.ghtml&syn=False&key=f6e8ff0bde0d5a42d173d3811544ba45
"
        Extra: cozinha sustentável com a chefe Manu Buffara
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=160&r=1684280860394&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11387935%2F&syn=False&key=4feb08aae719da2458e7399c9681a84e
"
        Smart One: empreendimento com localização privilegiada na região sul de Rio Preto é atrativo para investidores
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=161&r=1684280860399&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-jose-do-rio-preto-aracatuba%2Fespecial-publicitario%2Ffex-smart-life%2Fnoticia%2F2023%2F05%2F16%2Fsmart-one-empreendimento-com-localizacao-privilegiada-na-regiao-sul-de-rio-preto-e-atrativo-para-investidores.ghtml&syn=False&key=21efa6de5e696ad16aaff3b8a3bd8af0
"
        Projeto cria estufa automatizada com energia limpa
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=162&r=1684280860403&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11600195%2F&syn=False&key=a12e20b66245c7a68cdc35474d302335
"
        Produtos defensivos: soluções sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=163&r=1684280860408&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fsul-de-minas%2Fespecial-publicitario%2Fnutrien%2Fnutrien%2Fnoticia%2F2022%2F07%2F08%2Fprodutos-defensivos-solucoes-sustentaveis.ghtml&syn=False&key=90dc01869fa4e425730f80c1ba8cfb08
"
        Caminhão interativo sobre desenvolvimento sustentável está em Sinop
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=164&r=1684280860412&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11359032%2F&syn=False&key=f1c815b803cbc826eb2712f215ad020b
"
        Caminhão interativo sobre desenvolvimento sustentável está em Sinop
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=165&r=1684280860416&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11360423%2F&syn=False&key=00e01e01dce9557c6a3baedafa7be191
"
        Consumidores do RS estão preocupados com hábitos sustentáveis, aponta pesquisa
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=166&r=1684280860837&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11152838%2F&syn=False&key=d15798eb34f30e80a7a3c638244c490c
"
        Senado aprova PEC que prevê redução no IPTU para imóveis ecologicamente sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=167&r=1684280860838&u=https%3A%2F%2Fg1.globo.com%2Fpolitica%2Fnoticia%2F2022%2F12%2F13%2Fsenado-aprova-pec-que-preve-desconto-no-iptu-para-imoveis-ecologicamente-sustentaveis.ghtml&syn=False&key=b26c3a3100d33a8bff641adc61747b82
"
        Iniciativa busca conectividade para desenvolvimento sustentável da Amazônia Legal
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=168&r=1684280860840&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11434245%2F&syn=False&key=16ac20dbad7178e02464d7bbb6360aba
"
        Economia sustentável garante a sobrevivência das famílias dos catadores
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=169&r=1684280860842&u=https%3A%2F%2Fg1.globo.com%2Fpe%2Fpernambuco%2Fbom-dia-pe%2Fvideo%2Feconomia-sustentavel-garante-a-sobrevivencia-das-familias-dos-catadores-11392547.ghtml&syn=False&key=3fd3d37628833893aba2c3a6ff954067
"
        Prêmio Biguá: empresa de Colatina implantou iniciativas sustentáveis ao meio ambiente
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=170&r=1684280860844&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11189802%2F&syn=False&key=23b7d13a21e572570b0c60a46ecaabde
"
        NE1 mostra fantasiados de Olinda e economia sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=171&r=1684280860845&u=https%3A%2F%2Fg1.globo.com%2Fpe%2Fpernambuco%2Fne1%2Fvideo%2Fne1-mostra-fantasiados-de-olinda-e-economia-sustentavel-11386954.ghtml&syn=False&key=74727e0312684233d37f02c416e03328
"
        Giane Guerra fala de produtores do RS que investem em alternativas sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=172&r=1684280860847&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11189525%2F&syn=False&key=be9ba3f6ecdfaf58c09313b48cf9b96b
"
        Presidente da Abrafrutas defende práticas sustentáveis da fruticultura brasileira durante a COP27
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=173&r=1684280860849&u=https%3A%2F%2Fg1.globo.com%2Fpe%2Fpetrolina-regiao%2Fnoticia%2F2022%2F11%2F16%2Fpresidente-da-abrafrutas-defende-praticas-sustentaveis-da-fruticultura-brasileira-durante-a-cop27.ghtml&syn=False&key=3421f9bf4013e5b636d081a11d27d593
"
        Especialistas se reúnem para planejar formas sustentáveis de utilizar recursos naturais
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=174&r=1684280860851&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11185404%2F&syn=False&key=8449c078e3b8cb346175d5345169a6b4
"
        Pacto Global reúne empresários e autoridades em SP para discutir agenda sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=175&r=1684280860853&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11428471%2F&syn=False&key=eb10095302fe80a920620052599b7302
"
        Projetos sustentáveis ajudam a melhorar vida em comunidades Rurais em juruti
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=176&r=1684280860855&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11183728%2F&syn=False&key=f98ceebe4a62bb7b30294b44e2d785e3
"
        Seminário discute as potencialidades da geração de energia sustentável no Amapá
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=177&r=1684280860856&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11426487%2F&syn=False&key=2a08223a6016a255b2da515b60f0f09f
"
        Agricultura regenerativa: o ‘próximo passo’ na produção sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=178&r=1684280860858&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11377956%2F&syn=False&key=af5f56324dc57972d57a2e23e7f4b001
"
        Imóveis com tecnologias sustentáveis terão desconto no IPTU a partir de 2023 em Cuiabá
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=179&r=1684280860860&u=https%3A%2F%2Fg1.globo.com%2Fmt%2Fmato-grosso%2Fnoticia%2F2022%2F11%2F15%2Fimoveis-com-tecnologias-sustentaveis-terao-desconto-no-iptu-a-partir-de-2023-em-cuiaba.ghtml&syn=False&key=52d2b8a63bc4a98c758fc367cf4c0e89
"
        Projeto 'Amazônia Que Eu Quero' lança caderno com propostas para desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=180&r=1684280860862&u=https%3A%2F%2Fg1.globo.com%2Frr%2Froraima%2Fnoticia%2F2023%2F02%2F24%2Fprojeto-amazonia-que-eu-quero-lanca-caderno-com-propostas-para-desenvolvimento-sustentavel.ghtml&syn=False&key=e397d99a44218880aa72bb08e8302bf4
"
        Projeto 'Amazônia Que Eu Quero' lança caderno com propostas para desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=181&r=1684280861307&u=https%3A%2F%2Fg1.globo.com%2Frr%2Froraima%2Fnoticia%2F2023%2F02%2F24%2Fprojeto-amazonia-que-eu-quero-lanca-caderno-com-propostas-para-desenvolvimento-sustentavel.ghtml&syn=False&key=e397d99a44218880aa72bb08e8302bf4
"
        Manaus recebe evento sobre negócios sustentáveis da Amazônia no Studio 5
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=182&r=1684280861311&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnatureza%2Famazonia%2Fnoticia%2F2022%2F11%2F07%2Fmanaus-recebe-evento-sobre-negocios-sustentaveis-da-amazonia-no-studio-5.ghtml&syn=False&key=fd9167556b6070b6815c3a7d7a9babf2
"
        Série 'Qual o Plano?' analisa pontos necessários para o desenvolvimento sustentável, em SL
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=183&r=1684280861315&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11414021%2F&syn=False&key=9c236d09e3e7b31298dc0b5485b966c9
"
        Roupas que vêm do petróleo podem levar 200 anos para se decompor; entenda como suas escolhas impactam meio ambiente
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=184&r=1684280861319&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fagronegocios%2Fnoticia%2F2023%2F04%2F12%2Fsua-roupa-pode-demorar-200-anos-para-se-decompor-veja-como-fazer-escolhas-melhores-ao-se-vestir.ghtml&syn=False&key=32aff7f955b15bf7b4742c5cfa7fd757
"
        Inovações sustentáveis norteiam nova fase de desenvolvimento da ARTVAC
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=185&r=1684280861323&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fsul-de-minas%2Fespecial-publicitario%2Fartvac-embalagens%2Fnoticia%2F2022%2F09%2F22%2Finovacoes-sustentaveis-norteiam-nova-fase-de-desenvolvimento-da-artvac.ghtml&syn=False&key=fd93c7ec8c8873062a876dc4a4518675
"
        Bonecas sustentáveis ajudam a manter trabalho na Casa Acolher
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=186&r=1684280861327&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11029173%2F&syn=False&key=b68f9cbf46bd440d40af9b427aef4af0
"
        Projeto sobre desenvolvimento sustentável reuniu centenas de pessoas em Sinop
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=187&r=1684280861331&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11365286%2F&syn=False&key=74a9c6a26e9682a7e664d6f63a38b333
"
        Korin: Alimentos Sustentáveis e Orgânicos, de Ipeúna para todo o Brasil
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=188&r=1684280861344&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-carlos-regiao%2Fespecial-publicitario%2Fassociacao-serra-do-itaqueri%2F1-delicias-da-serra-do-itaqueri%2Fnoticia%2F2022%2F10%2F11%2Fkorin-alimentos-sustentaveis-e-organicos-de-ipeuna-para-todo-o-brasil.ghtml&syn=False&key=ca07cb447b6ce8f36ab1c19f4697c8f5
"
        Inscrições para 2º Fiinsa são abertas em Manaus; evento vai debater negócios sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=189&r=1684280861348&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnoticia%2F2022%2F11%2F24%2Finscricoes-para-2o-fiinsa-sao-abertas-em-manaus-evento-vai-debater-negocios-sustentaveis.ghtml&syn=False&key=e59ff3eb88a90170c8df92745141ca83
"
        Centro de Controle de Zoonoses recebe casinhas sustentáveis para animais
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=190&r=1684280861353&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11089028%2F&syn=False&key=f3810460c9b1f66a7604276662a93cb8
"
        Feira Pará Negócios lança programação da edição 2023
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=191&r=1684280861357&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2023%2F05%2F15%2Ffeira-para-negocios-lanca-programacao-da-edicao-2023.ghtml&syn=False&key=10dca0cb8c7303351ed7d08059aaa37c
"
        Produtores rurais transformam lodo de esgoto em fertilizante orgânico
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=192&r=1684280861361&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11554999%2F&syn=False&key=e9d5ba44b816911cd7e2e6e82821dfa3
"
        De onde vem o bicho-da-seda? E o linho? Teste seus conhecimentos no quiz
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=193&r=1684280861365&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fagronegocios%2Fquiz%2Fde-onde-vem-o-bicho-da-seda-e-o-linho-teste-seus-conhecimentos-no-quiz.ghtml&syn=False&key=dbbde9d62a63b942ddc7990b487ba5a1
"
        Confetes produzidos com folhas secas são aposta de estudantes de Olinda para carnaval mais sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=194&r=1684280861370&u=https%3A%2F%2Fg1.globo.com%2Fpe%2Fpernambuco%2Fcarnaval%2F2023%2Fnoticia%2F2023%2F02%2F16%2Festudantes-produzem-confetes-sustentaveis-para-distribuir-no-carnaval-de-olinda.ghtml&syn=False&key=bc774d3fb4985b6f1b23262b71c4d1c2
"
        Pacto Global reúne empresários e autoridades em São Paulo para discutir agenda sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=195&r=1684280861372&u=https%3A%2F%2Fg1.globo.com%2Fjornal-nacional%2Fnoticia%2F2023%2F03%2F07%2Fpacto-global-reune-empresarios-e-autoridades-em-sao-paulo-para-discutir-agenda-sustentavel.ghtml&syn=False&key=cc6fe1fdb85db7a8fc6a3942201a804b
"
        Semana Nacional de Museus tem programação especial em 29 cidades do Paraná; confira
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=196&r=1684280861835&u=https%3A%2F%2Fg1.globo.com%2Fpr%2Fparana%2Fo-que-fazer-no-parana%2Fnoticia%2F2023%2F05%2F14%2Fsemana-nacional-de-museus-oferece-programacao-especial-no-parana-confira.ghtml&syn=False&key=264c0c06c793e6bd2a35200abeeaa435
"
        Com produtos sustentáveis e artesanatos reciclados, Feira Agroecológica acontece na sexta-feira em Salvador
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=197&r=1684280861839&u=https%3A%2F%2Fg1.globo.com%2Fba%2Fbahia%2Fo-que-fazer-em-salvador%2Fnoticia%2F2022%2F10%2F20%2Fcom-produtos-sustentaveis-e-artesanatos-reciclados-feira-agroecologica-acontece-na-sexta-feira-em-salvador.ghtml&syn=False&key=15db65686e26302c1bb66fae7703a12a
"
        Carne Sustentável Pantaneira é aposta para produtores de Mato Grosso do Sul
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=198&r=1684280861843&u=https%3A%2F%2Fg1.globo.com%2Fms%2Fmato-grosso-do-sul%2Fespecial-publicitario%2Fsebrae-ms%2Fsebrae-e-meu-proprio-negocio%2Fnoticia%2F2023%2F02%2F14%2Fcarne-sustentavel-pantaneira-e-aposta-para-produtores-de-mato-grosso-do-sul.ghtml&syn=False&key=712c579bbc7010899ed0883532a5d5cf
"
        Semana Lixo Zero: Ecofeira reúne negócios sustentáveis e ecológicos neste domingo, em Macapá
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=199&r=1684280861847&u=https%3A%2F%2Fg1.globo.com%2Fap%2Famapa%2Fnoticia%2F2022%2F10%2F23%2Fsemana-lixo-zero-ecofeira-reune-negocios-sustentaveis-e-ecologicos-neste-domingo-em-macapa.ghtml&syn=False&key=62f61581bb3cbd6fd3f3e2743add81bf
"
        Projeto 'Amazônia Que Eu Quero' lança propostas para desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=200&r=1684280861851&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11398151%2F&syn=False&key=cf72f8c57a36cbbe8be4116207b9ac4d
"
        Fórum Internacional de Cidades Sustentáveis discute as mudanças climáticas e seus impactos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=201&r=1684280861854&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11115233%2F&syn=False&key=2ef43c7b780b684b641bbf78578ac5e1
"
        Projetos sustentáveis executados no Hospital Regional em Santarém são apresentados em congresso nacional
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=202&r=1684280861858&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fsantarem-regiao%2Fnoticia%2F2022%2F11%2F11%2Fprojetos-sustentaveis-executados-no-hospital-regional-em-santarem-sao-apresentados-em-congresso-nacional.ghtml&syn=False&key=dedae6b85bbfd029fbb236e8b1d08d3d
"
        TV TEM vence a categoria práticas sustentáveis no Prêmio Líderes 2022
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=203&r=1684280861862&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11109846%2F&syn=False&key=1a27c22777e5998a9efc1d705c0e35bb
"
        Pequenos gestos podem ajudar a preservar o meio ambiente
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=204&r=1684280861865&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11456779%2F&syn=False&key=306e36cf09f55dc810cc8a3d1b1e8e07
"
        Materiais inovadores e sustentáveis apresentados em mostra na capital
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=205&r=1684280861869&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10963680%2F&syn=False&key=2edc8ecb04e49db90ab22c1d6726adda
"
        Biodicas: quadro dá dicas de como deixar a casa mais sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=206&r=1684280861873&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11339876%2F&syn=False&key=190eed65de4da6d2384cbf16d2b12f43
"
        Saspe promove curso gratuito 'faça e venda' para decorações sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=207&r=1684280861875&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fmogi-das-cruzes-suzano%2Fnoticia%2F2022%2F09%2F17%2Fsaspe-promove-curso-gratuito-faca-e-venda-para-decoracoes-sustentaveis.ghtml&syn=False&key=550c9681eb5fca241f48ffe312b3e71a
"
        Parcerias Sustentáveis apoiam 20 empreendimentos sociais em 2022
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=208&r=1684280861877&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fminas-gerais%2Fespecial-publicitario%2Ffiemg%2Fnoticia%2F2022%2F08%2F26%2Fparcerias-sustentaveis-apoiam-20-empreendimentos-sociais-em-2022.ghtml&syn=False&key=be4a47d7380a923d0044f4840541d06b
"
        Inovações sustentáveis norteiam nova fase de desenvolvimento da ARTVAC..
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=209&r=1684280861881&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fsul-de-minas%2Fvideo%2Finovacoes-sustentaveis-norteiam-nova-fase-de-desenvolvimento-da-artvac-10958837.ghtml&syn=False&key=98643200b12f581691170450f46e03df
"
        Inovações sustentáveis norteiam nova fase de desenvolvimento da ARTVAC
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=210&r=1684280861886&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fsul-de-minas%2Fvideo%2Finovacoes-sustentaveis-norteiam-nova-fase-de-desenvolvimento-da-artvac-10958830.ghtml&syn=False&key=d52fc9df9b4d4ee99fb89fd761dead52
"
        Seringueiro concorre a prêmio internacional por trabalho sustentável com borracha no Acre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=211&r=1684280862337&u=https%3A%2F%2Fg1.globo.com%2Fac%2Facre%2Fnatureza%2Famazonia%2Fnoticia%2F2023%2F01%2F20%2Fseringueiro-concorre-a-premio-internacional-por-trabalho-sustentavel-com-borracha-no-acre.ghtml&syn=False&key=0a8b660abadf28d40fd2620359c088c6
"
        Da horta para a mesa: saiba como é a plantação sustentável do Bourbon Atibaia Resort
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=212&r=1684280862341&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fvale-do-paraiba-regiao%2Fespecial-publicitario%2Fatibaia-e-regiao-convention-e-visitors-bureau%2Fturismo-atibaia-e-regiao%2Fnoticia%2F2022%2F12%2F06%2Fda-horta-para-a-mesa-saiba-como-e-a-plantacao-sustentavel-do-bourbon-atibaia-resort.ghtml&syn=False&key=f5f9642e07646d33a38f5a4fd7957433
"
        Cidades do Alto Tietê criam mecanismos para estimular construções sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=213&r=1684280862345&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11021768%2F&syn=False&key=8728c1fd3c63e8531dd78bca8735bcac
"
        Espaço reúne mais de 400 mil lâmpadas sustentáveis como decoração para o Natal em Sorocaba
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=214&r=1684280862349&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11152588%2F&syn=False&key=1b43e128faf13e86f5e13665f264b4a1
"
        Duas startups acreanas são escolhidas em programa que destina recursos na área de bioeconomia
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=215&r=1684280862353&u=https%3A%2F%2Fg1.globo.com%2Fac%2Facre%2Fnoticia%2F2023%2F04%2F16%2Fduas-startups-acreanas-sao-escolhidas-em-programa-que-destina-recursos-na-area-de-bioeconomia.ghtml&syn=False&key=c0beb855dae7ff1f1b86daf43fcfa919
